FECHA,COD_DPTO,COD_MUNICIPIO,POBLACION,ANO,SEMANA,PRECIPITATION,DRY_DAYS,TEMPERATURE_AMAX,REL_HUMIDITY_AMAX,TEMPERATURE_AMIN,TEMPERATURE_RANGE,REL_HUMIDITY_AMIN,TEMPERATURE_MEAN,REL_HUMIDITY_MEAN,MEI,ONI,SST1+2,SST3,SST4,SST3.4,TNI,CAR,NTA,DENGUE,DENGUE GRAVE,MORTALIDAD POR DENGUE
2013-01-06,5.0,05001,2417325.0,2013,2,18.300000000000004,6,30.467609211565797,89.67871579881728,16.03088800587999,14.436721205685807,21.079174013698463,23.371370928498497,55.5935879640125,-0.049999999999999996,-0.43000000000000005,24.37,25.0,28.139999999999993,26.09,-1.1489999999999998,0.35999999999999993,0.43000000000000005,46.0,0.0,0.0
2013-01-13,5.0,05001,2417325.0,2013,3,1.1,3,28.267609211565798,81.6787157988173,19.430888005879993,8.836721205685805,36.07917401369846,21.770867265494825,67.63983338525793,-0.049999999999999996,-0.43000000000000005,24.37,25.0,28.139999999999993,26.09,-1.1489999999999998,0.35999999999999993,0.43000000000000005,31.0,0.0,0.0
2013-01-20,5.0,05001,2417325.0,2013,4,9.9,4,27.467609211565797,94.67871579881728,17.03088800587999,10.436721205685807,38.07917401369847,21.748972493600057,70.83705283247737,-0.049999999999999996,-0.43000000000000005,24.37,25.0,28.139999999999993,26.09,-1.1489999999999998,0.35999999999999993,0.43000000000000005,37.0,0.0,0.0
2013-01-27,5.0,05001,2417325.0,2013,5,23.2,1,31.467609211565797,94.67871579881728,17.03088800587999,14.436721205685807,28.079174013698463,23.070341204254483,66.79501946901543,-0.055714285714285716,-0.43000000000000005,24.830000000000002,25.237142857142853,28.154285714285713,26.135714285714283,-1.106142857142857,0.3428571428571428,0.43857142857142856,40.0,1.0,0.0
2013-02-03,5.0,05001,2417325.0,2013,6,78.8,0,28.867609211565796,94.67871579881728,17.03088800587999,11.836721205685805,34.07917401369846,21.27013466476223,73.70210444752898,-0.07,-0.43000000000000005,25.979999999999997,25.82999999999999,28.19,26.25,-0.9989999999999999,0.3,0.46,41.0,0.0,0.0
2013-02-10,5.0,05001,2417325.0,2013,7,42.6,2,28.467609211565797,94.67871579881728,16.03088800587999,12.436721205685807,29.079174013698463,21.321444466072027,68.97879997422451,-0.07,-0.43000000000000005,25.979999999999997,25.82999999999999,28.19,26.25,-0.9989999999999999,0.3,0.46,31.0,1.0,0.0
2013-02-17,5.0,05001,2417325.0,2013,8,22.3,4,30.167609211565797,94.67871579881728,17.630888005879992,12.536721205685804,24.079174013698463,22.741297668425233,63.59447318989771,-0.07,-0.43000000000000005,25.979999999999997,25.82999999999999,28.19,26.25,-0.9989999999999999,0.3,0.46,39.0,0.0,0.0
2013-02-24,5.0,05001,2417325.0,2013,9,8.3,4,30.867609211565796,94.67871579881728,17.03088800587999,13.836721205685805,29.079174013698463,23.15097715560472,66.71291030833484,-0.09000000000000001,-0.40428571428571425,26.017142857142858,26.221428571428564,28.061428571428575,26.470000000000002,-1.047,0.2742857142857143,0.46571428571428575,50.0,0.0,0.0
2013-03-03,5.0,05001,2417325.0,2013,10,4.4,5,30.467609211565797,93.67871579881728,18.33088800587999,12.136721205685806,16.079174013698463,23.8039127913975,62.77575698546724,-0.14,-0.33999999999999997,26.110000000000007,27.199999999999996,27.740000000000002,27.020000000000003,-1.167,0.21,0.48,42.0,1.0,0.0
2013-03-10,5.0,05001,2417325.0,2013,11,18.200000000000003,2,30.467609211565797,94.67871579881728,17.03088800587999,13.436721205685807,34.07917401369846,23.310061404688962,65.28497990540446,-0.14,-0.33999999999999997,26.110000000000007,27.199999999999996,27.740000000000002,27.020000000000003,-1.167,0.21,0.48,44.0,2.0,0.0
