FECHA,COD_DPTO,COD_MUNICIPIO,POBLACION,ANO,SEMANA,PRECIPITATION,DRY_DAYS,TEMPERATURE_AMAX,REL_HUMIDITY_AMAX,TEMPERATURE_AMIN,TEMPERATURE_RANGE,REL_HUMIDITY_AMIN,TEMPERATURE_MEAN,REL_HUMIDITY_MEAN,MEI,ONI,SST1+2,SST3,SST4,SST3.4,TNI,CAR,NTA,DENGUE,DENGUE GRAVE,MORTALIDAD POR DENGUE
2018-07-01,54.0,54001,668838.0,2018,27,4.3,5,36.0,94.00000000000001,23.0,13.0,33.0,28.229761904761904,64.00595238095238,-0.16999999999999998,0.08999999999999998,21.539999999999996,26.139999999999993,29.009999999999998,27.520000000000003,-2.089,0.07,-0.31,13.0,0.0,0.0
2018-07-08,54.0,54001,668838.0,2018,28,4.0,5,35.2,86.0,24.0,11.200000000000003,43.0,28.78571428571429,58.99404761904761,-0.16999999999999998,0.08999999999999998,21.539999999999996,26.139999999999993,29.009999999999998,27.520000000000003,-2.089,0.07,-0.31,29.0,0.0,0.0
2018-07-15,54.0,54001,668838.0,2018,29,4.1,4,34.7,94.00000000000001,23.1,11.600000000000001,35.0,28.86482683982684,59.00432900432901,-0.16999999999999998,0.08999999999999998,21.539999999999996,26.139999999999993,29.009999999999998,27.520000000000003,-2.089,0.07,-0.31,42.0,1.0,0.0
2018-07-22,54.0,54001,668838.0,2018,30,8.9,6,35.3,96.0,22.3,12.999999999999996,41.0,28.51845238095238,61.80952380952382,-0.16999999999999998,0.08999999999999998,21.539999999999996,26.139999999999993,29.009999999999998,27.520000000000003,-2.089,0.07,-0.31,27.0,1.0,0.0
2018-07-29,54.0,54001,668838.0,2018,31,9.1,4,34.4,93.0,22.2,12.2,42.00000000000001,26.997619047619054,70.83928571428571,0.13285714285714284,0.16999999999999998,21.042857142857144,25.694285714285716,29.095714285714283,27.32571428571429,-2.128999999999999,0.09857142857142857,-0.20142857142857146,37.0,1.0,0.0
2018-08-05,54.0,54001,668838.0,2018,32,6.1000000000000005,4,35.7,91.0,23.4,12.300000000000004,37.00000000000001,29.15773809523809,56.99404761904761,0.35999999999999993,0.23,20.669999999999998,25.359999999999996,29.16,27.180000000000003,-2.1589999999999994,0.12,-0.12,43.0,0.0,0.0
2018-08-12,54.0,54001,668838.0,2018,33,10.1,3,36.4,97.0,22.8,13.599999999999998,37.00000000000001,28.945833333333333,61.9345238095238,0.35999999999999993,0.23,20.669999999999998,25.359999999999996,29.16,27.180000000000003,-2.1589999999999994,0.12,-0.12,44.0,0.0,0.0
2018-08-19,54.0,54001,668838.0,2018,34,8.399999999999999,4,36.60000000000001,96.0,22.600000000000005,14.000000000000004,37.00000000000001,29.362500000000004,58.333333333333336,0.35999999999999993,0.23,20.669999999999998,25.359999999999996,29.16,27.180000000000003,-2.1589999999999994,0.12,-0.12,47.0,1.0,0.0
2018-08-26,54.0,54001,668838.0,2018,35,1.0,5,38.0,85.0,24.400000000000002,13.599999999999998,36.0,29.979761904761904,57.095238095238095,0.38285714285714284,0.2671428571428572,20.66,25.349999999999998,29.155714285714286,27.16857142857143,-2.1332857142857136,0.12571428571428572,-0.10428571428571429,60.0,0.0,0.0
2018-09-02,54.0,54001,668838.0,2018,36,5.3999999999999995,3,37.70000000000001,91.0,23.300000000000004,14.400000000000006,35.0,29.131547619047616,61.42857142857144,0.52,0.4900000000000001,20.599999999999998,25.289999999999996,29.13,27.099999999999998,-1.9789999999999996,0.16,-0.01,56.0,0.0,0.0
2018-09-09,54.0,54001,668838.0,2018,37,4.800000000000001,4,36.2,93.0,23.6,12.600000000000001,36.0,28.511309523809526,67.19642857142857,0.52,0.4900000000000001,20.599999999999998,25.289999999999996,29.13,27.099999999999998,-1.9789999999999996,0.16,-0.01,57.0,0.0,0.0
2018-09-16,54.0,54001,668838.0,2018,38,1.0,6,38.2,89.00000000000001,23.8,14.400000000000002,32.0,29.86066958403915,59.828416149068325,0.52,0.4900000000000001,20.599999999999998,25.289999999999996,29.13,27.099999999999998,-1.9789999999999996,0.16,-0.01,77.0,0.0,0.0
2018-09-23,54.0,54001,668838.0,2018,39,12.900000000000002,5,36.5,97.0,22.8,13.7,39.0,28.432505175983444,69.50879917184265,0.52,0.4900000000000001,20.599999999999998,25.289999999999996,29.13,27.099999999999998,-1.9789999999999996,0.16,-0.01,62.0,1.0,0.0
2018-09-30,54.0,54001,668838.0,2018,40,21.1,2,37.8,98.0,22.4,15.399999999999999,36.0,28.086309523809522,73.19047619047619,0.4257142857142857,0.7214285714285713,21.071428571428573,25.77,29.49857142857143,27.554285714285715,-1.9027142857142858,0.1771428571428571,-0.027142857142857142,108.0,0.0,0.0
2018-10-07,54.0,54001,668838.0,2018,41,39.099999999999994,4,37.70000000000001,98.0,22.1,15.600000000000009,37.00000000000001,26.812500000000007,79.73214285714288,0.41000000000000003,0.7599999999999999,21.150000000000002,25.849999999999998,29.56,27.63,-1.8900000000000001,0.17999999999999997,-0.03,84.0,0.0,0.0
2018-10-14,54.0,54001,668838.0,2018,42,60.400000000000006,2,32.4,98.0,21.900000000000002,10.499999999999996,57.00000000000001,26.654166666666665,80.44642857142857,0.41000000000000003,0.7599999999999999,21.150000000000002,25.849999999999998,29.56,27.63,-1.8900000000000001,0.17999999999999997,-0.03,98.0,1.0,0.0
2018-10-21,54.0,54001,668838.0,2018,43,51.0,3,35.0,99.00000000000001,22.0,13.0,47.00000000000001,26.391629023150763,82.46007434594391,0.41000000000000003,0.7599999999999999,21.150000000000002,25.849999999999998,29.56,27.63,-1.8900000000000001,0.17999999999999997,-0.03,118.0,1.0,0.0
2018-10-28,54.0,54001,668838.0,2018,44,0.2,6,34.2,92.0,22.9,11.300000000000004,47.00000000000001,27.587500000000002,73.82142857142858,0.3457142857142857,0.8200000000000001,21.685714285714287,25.965714285714288,29.517142857142858,27.655714285714286,-1.8231428571428572,0.18428571428571425,-0.03,135.0,0.0,1.0
2018-11-04,54.0,54001,668838.0,2018,45,13.100000000000001,2,31.8,98.0,22.7,9.100000000000001,58.0,26.138690476190476,82.58928571428571,0.26,0.9000000000000001,22.400000000000002,26.12,29.460000000000004,27.69,-1.734,0.18999999999999997,-0.03,137.0,0.0,0.0
2018-11-11,54.0,54001,668838.0,2018,46,3.3,5,33.1,95.0,23.300000000000004,9.799999999999997,54.0,27.48095238095238,77.70833333333334,0.26,0.9000000000000001,22.400000000000002,26.12,29.460000000000004,27.69,-1.734,0.18999999999999997,-0.03,119.0,0.0,0.0
2018-11-18,54.0,54001,668838.0,2018,47,11.1,5,32.4,97.0,23.2,9.2,57.00000000000001,27.208333333333336,78.98809523809527,0.26,0.9000000000000001,22.400000000000002,26.12,29.460000000000004,27.69,-1.734,0.18999999999999997,-0.03,151.0,4.0,0.0
2018-11-25,54.0,54001,668838.0,2018,48,6.9,4,33.1,97.0,21.700000000000003,11.399999999999999,52.00000000000001,26.10654761904762,78.92857142857143,0.2414285714285714,0.8871428571428572,22.58142857142857,26.132857142857144,29.452857142857145,27.66857142857143,-1.729142857142857,0.1957142857142857,-0.03571428571428571,176.0,1.0,0.0
2018-12-02,54.0,54001,668838.0,2018,49,46.0,4,29.8,98.0,20.9,8.900000000000002,56.0,25.34642857142857,79.70833333333333,0.13,0.8100000000000003,23.669999999999998,26.210000000000004,29.41,27.539999999999996,-1.6999999999999997,0.23,-0.07,165.0,1.0,1.0
2018-12-09,54.0,54001,668838.0,2018,50,0.4,6,34.2,89.00000000000001,21.4,12.800000000000004,38.0,27.16309523809524,67.51190476190476,0.13,0.8100000000000003,23.669999999999998,26.210000000000004,29.41,27.539999999999996,-1.6999999999999997,0.23,-0.07,167.0,2.0,0.0
2018-12-16,54.0,54001,668838.0,2018,51,0.6000000000000001,6,34.0,88.0,20.6,13.399999999999999,40.0,27.014880952380953,67.90530303030303,0.13,0.8100000000000003,23.669999999999998,26.210000000000004,29.41,27.539999999999996,-1.6999999999999997,0.23,-0.07,150.0,0.0,0.0
2018-12-23,54.0,54001,668838.0,2018,52,0.4,6,33.3,86.0,21.000000000000004,12.299999999999994,38.0,26.427976190476194,68.04166666666667,0.13,0.8100000000000003,23.669999999999998,26.210000000000004,29.41,27.539999999999996,-1.6999999999999997,0.23,-0.07,181.0,1.0,0.0
