FECHA,COD_DPTO,COD_MUNICIPIO,POBLACION,ANO,SEMANA,PRECIPITATION,DRY_DAYS,TEMPERATURE_AMAX,REL_HUMIDITY_AMAX,TEMPERATURE_AMIN,TEMPERATURE_RANGE,REL_HUMIDITY_AMIN,TEMPERATURE_MEAN,REL_HUMIDITY_MEAN,MEI,ONI,SST1+2,SST3,SST4,SST3.4,TNI,CAR,NTA,DENGUE,DENGUE GRAVE,MORTALIDAD POR DENGUE
2011-12-18,91.0,91001,40008.0,2011,51,55.4,1,32.0,100.0,23.0,9.0,69.0,26.10280726519857,91.04635261219111,-1.24,-1.04,22.180000000000003,24.349999999999998,27.44,25.66,0.8440000000000001,0.049999999999999996,-0.049999999999999996,0.0,0.0,0.0
2011-12-25,91.0,91001,40008.0,2011,52,54.2,1,33.0,100.0,22.8,10.2,70.0,25.846546059412596,91.20805015786219,-1.24,-1.04,22.180000000000003,24.349999999999998,27.44,25.66,0.8440000000000001,0.049999999999999996,-0.049999999999999996,0.0,0.0,0.0
2012-01-01,91.0,91001,40342.0,2012,1,96.2,1,32.0,100.0,21.000000000000004,10.999999999999996,70.0,25.309972763809082,92.05778833272441,-1.08,-0.8600000000000001,23.91,25.199999999999996,27.31,25.91,1.082,0.12,-0.08,0.0,0.0,0.0
2012-01-08,91.0,91001,40342.0,2012,2,106.3,1,33.0,100.0,22.0,11.0,67.0,25.324082439299833,91.76737248258988,-1.08,-0.8600000000000001,23.91,25.199999999999996,27.31,25.91,1.082,0.12,-0.08,0.0,0.0,0.0
2012-01-15,91.0,91001,40342.0,2012,3,97.5,1,31.000000000000004,100.0,23.0,8.000000000000004,70.0,25.779662957860488,90.5239410981784,-1.08,-0.8600000000000001,23.91,25.199999999999996,27.31,25.91,1.082,0.12,-0.08,1.0,0.0,0.0
2012-01-22,91.0,91001,40342.0,2012,4,37.2,1,31.000000000000004,100.0,22.0,9.000000000000004,70.0,25.76841944287597,90.98246439550788,-1.08,-0.8600000000000001,23.91,25.199999999999996,27.31,25.91,1.082,0.12,-0.08,1.0,0.0,0.0
2012-01-29,91.0,91001,40342.0,2012,5,196.40000000000006,1,31.000000000000004,100.0,23.0,8.000000000000004,66.0,25.532057823129254,91.9641008577344,-0.8457142857142858,-0.7799999999999999,25.075714285714287,25.73142857142857,27.40142857142857,26.064285714285717,1.308857142857143,0.12571428571428572,-0.12000000000000001,0.0,0.0,0.0
2012-02-05,91.0,91001,40342.0,2012,6,83.5,2,32.0,100.0,21.900000000000002,10.099999999999998,71.0,25.236644551101076,91.98922924901186,-0.67,-0.7199999999999999,25.949999999999996,26.13,27.47,26.180000000000003,1.4790000000000003,0.13,-0.15,1.0,0.0,0.0
2012-02-12,91.0,91001,40342.0,2012,7,14.9,3,33.0,100.0,22.0,11.0,65.0,26.458780350084698,88.20802747976661,-0.67,-0.7199999999999999,25.949999999999996,26.13,27.47,26.180000000000003,1.4790000000000003,0.13,-0.15,0.0,0.0,0.0
2012-02-19,91.0,91001,40342.0,2012,8,104.1,2,31.000000000000004,100.0,22.0,9.000000000000004,70.0,25.562356484095613,89.65384434406174,-0.67,-0.7199999999999999,25.949999999999996,26.13,27.47,26.180000000000003,1.4790000000000003,0.13,-0.15,0.0,0.0,0.0
2012-02-26,91.0,91001,40342.0,2012,9,86.0,2,32.0,100.0,22.0,10.0,67.0,25.582073336927863,90.45622526106344,-0.6357142857142858,-0.6642857142857143,26.194285714285716,26.52,27.504285714285718,26.441428571428567,1.5364285714285713,0.13,-0.15857142857142859,0.0,0.0,0.0
2012-03-04,91.0,91001,40342.0,2012,10,167.1,0,31.000000000000004,100.0,22.600000000000005,8.399999999999999,70.0,24.786989795918366,93.01390121265896,-0.59,-0.59,26.520000000000003,27.039999999999996,27.550000000000004,26.789999999999996,1.6129999999999998,0.13,-0.16999999999999998,3.0,0.0,0.0
2012-03-11,91.0,91001,40342.0,2012,11,192.5,0,32.2,100.0,21.000000000000004,11.2,67.0,25.908002070393376,90.44089026915114,-0.59,-0.59,26.520000000000003,27.039999999999996,27.550000000000004,26.789999999999996,1.6129999999999998,0.13,-0.16999999999999998,1.0,0.0,0.0
